author,code,name
365,[06549],São Paulo
14 Bis,[01039],Bola De Meia Bola De Gude
14 Bis,[50002],Bola De Meia Bola De Gude
14 Bis,[50003],Espanhola
14 Bis,[03755],Linda Juventude
14 Bis,[50004],Linda Juventude
14 Bis,[07392],Natural
14 Bis,[54789],Natural
14 Bis,[06074],Planeta Sonho
14 Bis,[50005],Planeta Sonho
14 Bis,[07693],Romance
14 Bis,[06197],Todo Azul Do Mar
14 Bis,[50006],Todo Azul Do Mar
14 Bis,[50007],Uma Velha Canção
14 Bis,[09556],Uma Velha Canção Rock'N'Roll
1Kilo,[50001],Deixe Me Ir
1Kilo,[54793],Deixe Me Ir
1Kilo,[85709],Reza Sincera (Cypher)
5 A Seco part. Maria Gadu,[15225],Em Paz
A Banda Mais Bonita Da Cidade,[15450],Canção Pra Não Voltar
A Banda Mais Bonita Da Cidade,[02748],Oração
A Cor Do Som,[06402],Abri A Porta
A Cor Do Som,[50019],Abri A Porta
A Cor Do Som,[07175],Menino Deus
A Cor Do Som,[50020],Menino Deus
A Cor Do Som,[17247],Semente Do Amor
A Cor Do Som,[15200],Viva
A Cor Do Som,[07480],Zanzibar
A Cor Do Som,[50021],Zanzibar
A Molecada,[50022],A Barata E Marcha Soldado
A Molecada,[50027],É De Chocolate
A Molecada,[50023],Fui Morar Numa Casinha
A Molecada,[50024],O Pato Pateta
A Molecada,[50025],Samba Lele
A Molecada,[50026],Unidunite
A Turma Da Monica,[07548],Ser Crianca É Bom
A Turma Do Balão Magico,[07505],A Galinha Magricela
A Turma Do Balão Magico,[50536],A Galinha Magricela
A Turma Do Balão Magico,[59085],A Galinha Magricela
A Turma Do Balão Magico,[59086],Amigos Do Peito
A Turma Do Balão Magico,[02883],Bombom (Maria Isabel)
A Turma Do Balão Magico,[59087],Depende De Nós
A Turma Do Balão Magico,[50028],É Tão Lindo
A Turma Do Balão Magico,[59091],É Tão Lindo
A Turma Do Balão Magico,[02912],Juntos (Juntos)
A Turma Do Balão Magico,[50029],Lindo Balão Azul
A Turma Do Balão Magico,[59088],Lindo Balão Azul
A Turma Do Balão Magico,[54434],O Pato Pateta
A Turma Do Balão Magico,[59089],Pato Pateta
A Turma Do Balão Magico,[02928],Se Enamora (E' L' Amore)
A Turma Do Balão Magico,[50030],Super Fantástico
A Turma Do Balão Magico,[59090],Super Fantástico
A vigilia,[05608],Estamos Aqui
A vigilia,[05614],Jeová É O Teu Cavaleiro
A vigilia,[05617],Jesus Te Entronizamos
A vigilia,[05636],Renova-Me
A Zorra,[09574],A Cor Da Esperança
Abelhudos,[01804],As Crianças E Os Animais
Abertura De Ano Novo,[54796],Marcas Do Que Se Foi
Abilio Farias,[15049],Coração Indeciso
Abilio Farias,[15130],O Genro Odiado
Abilio Farias,[01790],Vou Fechar O Cabaré
Absyntho,[06355],Só A Lua
Absyntho,[50034],Só A Lua
Absyntho,[50035],Ursinho Blau Blau
Acacio,[54804],Do Meu Jeito
Acacio,[50040],Do Meu Jeito
Acacio,[85001],Recompensa De Um Milhão
Acacio,[85002],Rom‚ntico Anônimo
Academia Da Fama,[50041],A Lenda
Academia Da Fama,[50042],Assim Caminha A Humanidade
Academia Da Fama,[50043],Azul Da Cor Do Mar
Academia Da Fama,[54799],Caçador De Mim
Academia Da Fama,[50044],Cheia De Charme
Academia Da Fama,[54800],Coisa Mais Linda
Academia Da Fama,[50045],Coleção
Academia Da Fama,[50046],Como Vai Você
Academia Da Fama,[50047],Dom Verdadeiro
Academia Da Fama,[50048],Eu Sei Que Vou Te Amar
Academia Da Fama,[50049],Gostava Tanto De Você
Academia Da Fama,[50050],O Segundo Sol
Academia Da Fama,[50051],Olhos Coloridos
Academia Da Fama,[50052],Por Você
Academia Da Fama,[50054],Sá Marina
Academia Da Fama,[50053],Simples Desejo
Academia Da Fama,[50055],You Are The Sunshine Of My Life
Acustico D3,[85003],Casa Comigo
Adair Cardoso,[54805],E Que Se Dane O Mundo
Adair Cardoso,[01710],Que Se Dane O Mundo
Adair Cardoso,[50056],Que Se Dane O Mundo
Adair Cardoso part. Claudia Leitte,[85004],Enamorado
Adalberto E Adriano,[54806],Capim Mexeu Pau Na Preá
Adalberto E Adriano,[54807],Comendo Poeira
Adalberto E Adriano,[54808],Culpados
Adalberto E Adriano,[85005],Culpados
Adalberto E Adriano,[03726],Separação
Adalberto E Adriano,[50057],Separação
Adalberto E Adriano,[54810],Sou Solteiro
Adelino Nascimento,[85006],Traga Ela Passarinho
Adelmario Coelho,[85007],Feitiço De Mulher
Adhemar De Campos (Comunidade Da Graça),[02986],Nosso General
Adilson Ramos,[54811],Beija Me Muito
Adilson Ramos,[54812],Sonhar Contigo
Adilson Ramos,[06982],Sonhar Contigo
Adoniran Barbosa,[16322],Apaga O Fogo Mané
Adoniran Barbosa,[07062],As Mariposas
Adoniran Barbosa,[50068],Samba Do Arnesto
Adoniran Barbosa,[50069],Tiro Ao Alvaro
Adoniran Barbosa,[54814],Trem Das Onze
Adoração E Adoradores,[07782],Faz Chover
Adoração E Adoradores,[50070],Vim Para Adorar Te
Adoração E Adoradores,[07887],Vim Para Adorar-Te
Adriana,[09466],I Love You Baby
Adriana,[50071],I Love You Baby
Adriana Calcanhotto,[01581],Canção De Novela
Adriana Calcanhotto,[50072],Devolva Me
Adriana Calcanhotto,[06126],Devolva-Me
Adriana Calcanhotto,[54815],Devolva-Me
Adriana Calcanhotto,[16605],Era Pra Ser
Adriana Calcanhotto,[09450],Esquadros
Adriana Calcanhotto,[54816],Esquadros
Adriana Calcanhotto,[50073],Fico Assim Sem Voce
Adriana Calcanhotto,[06822],Fico Assim Sem Você
Adriana Calcanhotto,[54817],Fico Assim Sem Você
Adriana Calcanhotto,[17694],Inverno
Adriana Calcanhotto,[06573],Justo Agora
Adriana Calcanhotto,[04160],Mais Feliz
Adriana Calcanhotto,[50074],Mais Feliz
Adriana Calcanhotto,[01297],Maresia
Adriana Calcanhotto,[50075],Maresia
Adriana Calcanhotto,[50076],Medo De Amar
Adriana Calcanhotto,[04161],Mentiras
Adriana Calcanhotto,[50077],Mentiras
Adriana Calcanhotto,[54818],Mentiras
Adriana Calcanhotto,[02798],Metade
Adriana Calcanhotto,[09846],Mulher Sem Razão
Adriana Calcanhotto,[07648],Naquela Estação
Adriana Calcanhotto,[07661],Outra Vez
Adriana Calcanhotto,[07668],Pelos Ares
Adriana Calcanhotto,[01119],Seu Pensamento
Adriana Calcanhotto,[04138],Vambora
Adriana Calcanhotto,[50078],Vambora
Adriana Calcanhotto,[54819],Vambora
Adriana Marques,[02408],Amor Perfeito
Adriana Marques,[50081],Deus Poderoso
Adryana E A Rapaziada,[06121],Amor Pra Valer
Adryana E A Rapaziada,[06294],Eu Te Amo (And I Love Her)
Adryana E A Rapaziada,[50079],Fim De Noite
Adryana E A Rapaziada,[06257],Fim De Noite
Adryana E A Rapaziada,[54820],Fim De Noite
Adryana E A Rapaziada,[04458],Só Faltava Você
Adryana E A Rapaziada,[50080],Tudo Passa
Adryana E A Rapaziada,[06035],Tudo Passa
Adryana E A Rapaziada,[54821],Tudo Passa
Adryana Ribeiro,[03789],E Agora
Adryana Ribeiro,[01490],Saudade Vem
Adryana Ribeiro,[50082],Saudade Vem
Adryana Ribeiro part. Luiz Carlos,[03390],Sempre Sou Eu
Adson E Alana,[85008],A Menininha Cresceu
Adson E Alana,[85009],Anjinho
Adson E Alana,[54823],Como Num Filme
Adson E Alana,[85010],Como Num Filme
Adson E Alana,[85011],Minha Cara De Preocupação
Adson E Alana,[50083],Olha Mas Não Pega
Adson E Alana,[50084],Sabe De Nada Inocente
Adson E Alana part. Edy Lemond,[85012],Faço Tudo Por Você
Adson E Alana part. Pedro Paulo E Alex,[50085],Pegada Forte
Afrodisiaco,[07621],Ja É
Afrodite Se Quiser,[01434],O Que Que Ela Tem Que Eu Não Tenho
Agepê,[54828],Cama E Mesa
Agepê,[07328],De Amor É Bom
Agepê,[54826],De Amor É Bom
Agepê,[07332],De Todas As Formas
Agepê,[54827],De Todas As Formas
Agepê,[06454],Deixa Eu Te Amar
Agepê,[54829],Deixa Eu Te Amar
Agepê,[54830],Ela Não Gosta De Mim
Agepê,[54831],Feira De Mangaio
Agepê,[01455],Lá Vem O Trem
Agepê,[54832],Lá Vem O Trem
Agepê,[07381],Me Leva
Agepê,[54833],Me Leva
Agepê,[06938],Menina De Cabelos Longos
Agepê,[54834],Menina De Cabelos Longos
Agepê,[50093],Menina Dos Cabelos Longos
Agepê,[03883],Moça Criança
Agepê,[50094],Moça Criança
Agepê,[03848],Moro Onde Não Mora Ninguém
Agepê,[54835],Moro Onde Não Mora Ninguém
Agepê,[01535],Ninguém Faz Amor Como Você
Agepê,[54837],No Calor Do Teu Amor
Aggeu Marques,[15178],Máquina Do Tempo
Agnaldo Rayol,[03737],A Praia
Agnaldo Rayol,[15521],Acorrentados (Encadenados)
Agnaldo Rayol,[03739],Amigos Para Sempre
Agnaldo Rayol,[06362],Ave Maria No Morro
Agnaldo Rayol,[15853],Não Volto Mais
Agnaldo Rayol,[06303],O Princêpio E O Fim
Agnaldo Rayol,[07031],Santa Lucia
Agnaldo Rayol,[50096],Tormento D_Amore
Agnaldo Rayol,[50095],Tormento D'Amore
Agnaldo Rayol part. Charlotte Church,[07036],Tormento D'Amore
Agnaldo Timóteo,[07282],A Casa De Irene
Agnaldo Timóteo,[54839],A Casa De Irene
Agnaldo Timóteo,[07283],A Casa Do Sol Nascente
Agnaldo Timóteo,[54840],A Casa Do Sol Nascente
Agnaldo Timóteo,[50097],A Casa Do Sol Nascente 1
Agnaldo Timóteo,[50098],A Casa Do Sol Nascente 2
Agnaldo Timóteo,[07287],A Galeria Do Amor
Agnaldo Timóteo,[06884],A Noiva
Agnaldo Timóteo,[54841],A Noiva
Agnaldo Timóteo,[17146],Etiquetas
Agnaldo Timóteo,[54842],Eu Vou Sair Pra Buscar Você
Agnaldo Timóteo,[07166],Livre
Agnaldo Timóteo,[54843],Livre
Agnaldo Timóteo,[01688],Mamãe Estou Tão Feliz
Agnaldo Timóteo,[50099],Mamãe Estou Tão Feliz
Agnaldo Timóteo,[04399],Meu Grito
Agnaldo Timóteo,[54845],Meu Grito
Agnaldo Timóteo,[06947],Não Mereço Você
Agnaldo Timóteo,[54846],Negra Angela
Agnaldo Timóteo,[54847],Orgulho
Agnaldo Timóteo,[06959],Os Brutos Também Amam
Agnaldo Timóteo,[54848],Os Brutos Também Amam
Agnaldo Timóteo,[06503],Os Verdes Campos Da Minha Terra
Agnaldo Timóteo,[50100],Os Verdes Campos Da Minha Terra
Agnaldo Timóteo,[04370],Quem É
Agnaldo Timóteo,[54850],Quem É
Agnaldo Timóteo,[54851],Sombras E Nada Mais
Agnaldo Timóteo,[50101],Tristeza Danada
Agnela,[01150],Podia Ser
Agostinho Dos Santos,[04221],A Felicidade
Agostinho Dos Santos,[07301],Aqueles Olhos Verdes
Agostinho Dos Santos,[09695],Manhã De Carnaval
Agroplay E Ana Castela,[86322],Nosso Quadro 
AgroPlay part. Ana Castela,[87242],Nosso Quadro
Aguinaldo Timóteo,[15621],Quem Será
Akundum,[03563],Emaconhada
Alan E Aladin,[50105],A Dois Graus
Alan E Aladin,[17691],A Dois Graus
Alan E Aladin,[54854],Depois Da Seis
Alan E Aladin,[50106],Depois Das Seis
Alan E Aladin,[50107],Do Outro Lado Da Cidade
Alan E Aladin,[54855],Dois Graus
Alan E Aladin,[16652],Dois Passarinhos
Alan E Aladin,[50108],Dois Passarinhos
Alan E Aladin,[54856],Dois Passarinhos
Alan E Aladin,[16394],Liguei Pra Dizer Que Te Amo
Alan E Aladin,[50109],Liguei Pra Dizer Que Te Amo
Alan E Aladin,[54857],Liguei Pra Dizer Que Te Amo
Alan E Aladin,[50110],Meu Companheiro
Alan E Aladin,[54858],Meu Companheiro (Sou Eu)
Alan E Aladin,[50111],Não Vá
Alan E Aladin,[54859],Pra Poder Voltar Aqui
Alan E Aladin,[50112],Prá Poder Voltar Aqui
Alan E Aladin,[50113],Quem Ama Perdoa
Alanzim Coreano,[86298],O Apostador 
Alanzim Coreano,[86258],Pega O Guanabara
Alanzim Coreano,[86299],Pega O Guanabara 
Alavonti,[15607],  Lá Em Casa
Alceu Valença,[03903],Anunciação
Alceu Valença,[50121],Anunciação
Alceu Valença,[54861],Arreio De Prata
Alceu Valença,[06452],Como Dois Animais
Alceu Valença,[50122],Como Dois Animais
Alceu Valença,[04071],Coração Bobo
Alceu Valença,[15223],Dona De 7 Colinas
Alceu Valença,[16674],Eu Vou Fazer Voce Voar
Alceu Valença,[50123],Flor De Tangerina
Alceu Valença,[16854],Girassol
Alceu Valença,[03880],La Belle De Jour
Alceu Valença,[54864],La Belle De Jour
Alceu Valença,[54865],Me Segura Se Não Eu Caio
Alceu Valença,[54866],Morena Tropicana
Alceu Valença,[50124],Morena Tropicana 1
Alceu Valença,[50125],Morena Tropicana 2
Alceu Valença,[01120],Solidão
Alceu Valença,[50126],Taxi Lunar
Alceu Valença,[50127],Tomara
Alceu Valença,[03277],Tropicana (Morena Tropicana)
Alcione,[06521],A Loba
Alcione,[50128],A Loba
Alcione,[15022],A Paixão Tem Memória
Alcione,[06246],Além Da Cama
Alcione,[50129],Além Da Cama
Alcione,[54868],Além Da Cama
Alcione,[16633],Amor Surreal
Alcione,[54869],Amor Surreal
Alcione,[03060],Delêrio Do Amor (Chamego)
Alcione,[54870],Delêrios De Amor
Alcione,[50130],Delirios De Amor
Alcione,[50131],Estranha Loucura
Alcione,[01165],Eu Vou Pra Lapa
Alcione,[01604],Faz Uma Loucura Por Mim
Alcione,[54872],Faz Uma Loucura Por Mim
Alcione,[85013],Faz Uma Loucura Por Mim (Versão 2)
Alcione,[01979],Garoto Maroto
Alcione,[50132],Garoto Maroto
Alcione,[50133],Gostoso Veneno
Alcione,[02797],Melhores Momentos
Alcione,[09282],Menino Sem Juêzo
Alcione,[50134],Meu Ebano
Alcione,[06940],Meu Ébano
Alcione,[54876],Meu Ébano
Alcione,[09286],Meu Vêcio É Você
Alcione,[54875],Meu Vicio É Você
Alcione,[16788],Mulher Ideal
Alcione,[54877],Mulher Ideal
Alcione,[07186],Na Hora Da Raiva
Alcione,[54878],Na Hora Da Raiva
Alcione,[02694],"Não Chore, Não"
Alcione,[03169],Não Deixe O Samba Morrer
Alcione,[50135],Não Deixe O Samba Morrer
Alcione,[16274],Nem Morta
Alcione,[54879],Nem Morta
Alcione,[06626],O Mundo É De Nós Dois
Alcione,[01600],O Que Eu Faço Amanhã
Alcione,[50136],O Que Eu Faço Amanhã
Alcione,[07201],O Surdo
Alcione,[50137],Ou Ela Ou Eu
Alcione,[09316],Pior É Que Eu Gosto
Alcione,[01795],Qualquer Dia Desses
Alcione,[54883],Qualquer Dia Desses
Alcione,[01624],Quem É Você
Alcione,[07232],Rio Antigo
Alcione,[54884],Rio Antigo
Alcione,[09337],Se Não É Amor
Alcione,[03263],Sufoco
Alcione,[54885],Sufoco
Alcione,[03270],Tô Com Saudade
Alcione,[17440],Um Ser De Luz
Alcione,[50138],Voce Me Vira A Cabeça
Alcione,[06759],Você Me Vira A Cabeça
Alcione,[54886],Você Me Vira A Cabeça
Alcione part. Alexandre Pires,[04079],Estranha Loucura
Alcione part. Djavan,[04196],Gostoso Veneno
Alcione part. Gonzaguinha,[15739],Mesa De Bar
Alda Celia,[02426],Óleo De Alegria
Alda Celia,[02402],A Colheita
Alda Celia,[50139],A Colheita
Alda Celia,[07755],Chuva De Avivamento
Alda Celia,[50140],Chuva De Avivamento
Alda Celia,[50141],Mostra Me Tua Glória
Alda Celia,[02462],Mostra-Me Tua Glória
Alda Celia,[50142],Oração De Jabez
Alda Celia,[02428],Poder Da Oração
Alda Celia,[07875],Sopra Espêrito De Deus
Alda Celia,[02439],Voar Como A Aguia
Alda Celia,[50143],Voar Como A Aguia
Alda Celia,[54887],Voar Como A Aguia
Aldair Playboy,[85015],Ainda Te Amo
Aldair Playboy,[85016],Aquela Nega
Aldair Playboy,[85014],Novinha Pode Pá
Aldair Playboy,[85017],Olha A Explosão
Aldair Playboy,[85018],Vai Dar Pt
Alem do Veu,[02965],Além Do Véu
Alem do Veu,[02980],Filhos De Deus
Alem do Veu,[02424],Nasci Pra Vencer
Alemão Do Forró,[17174],Fica Amor
Alex E Ronaldo,[16235],Sexta Feira Sua Linda
Alexandre Bernardino,[85850],Meu Grande Herói
Alexandre Pires,[09575],A Deus Eu Peço
Alexandre Pires,[54888],A Deus Eu Peço
Alexandre Pires,[50145],A Musa Das Minhas Cancıes
Alexandre Pires,[06443],A Musa Das Minhas Cançoes
Alexandre Pires,[54889],A Musa Das Minhas Cançoes
Alexandre Pires,[50146],Amor Verdadeiro
Alexandre Pires,[50147],Barraqueira
Alexandre Pires,[54891],Bum Bum Bum
Alexandre Pires,[06649],"Bum, Bum, Bum"
Alexandre Pires,[01210],Cigano
Alexandre Pires,[50148],Cigano
Alexandre Pires,[06816],Coisa Do Destino
Alexandre Pires,[54893],Depois Do Prazer
Alexandre Pires,[01073],Dessa Vez Eu Me Rendo
Alexandre Pires,[50149],Dessa Vez Eu Me Rendo
Alexandre Pires,[06251],É Por Amor
Alexandre Pires,[50173],É Por Amor
Alexandre Pires,[01786],Erro Meu
Alexandre Pires,[50150],Essa Tal Liberdade
Alexandre Pires,[01077],Eu Sou Mais Você
Alexandre Pires,[50151],Eu Sou O Samba
Alexandre Pires,[07603],Eu Tiro A Sua Roupa
Alexandre Pires,[50152],Eva Meu Amor
Alexandre Pires,[50153],Final Feliz
Alexandre Pires,[01558],Leve Tudo Com Você
Alexandre Pires,[50154],Maluca Pirada
Alexandre Pires,[01532],Mulher Das Estrelas
Alexandre Pires,[54897],Nao Me Ame
Alexandre Pires,[50156],Não Me Ame
Alexandre Pires,[59744],Necesidad
Alexandre Pires,[06302],Necessidade
Alexandre Pires,[50155],Necessidade
Alexandre Pires,[50157],Out Dor E Bom Demais
Alexandre Pires,[54899],Pode Chorar
Alexandre Pires,[50158],Quando Acaba El Prazer
Alexandre Pires,[54900],Quando É Amor
Alexandre Pires,[15834],Quem É Você
Alexandre Pires,[50159],Quer Casar Comigo
Alexandre Pires,[50160],Sai Da Minha Aba
Alexandre Pires,[50161],Santo Santo
Alexandre Pires,[50162],Se Acaso Voce Chegasse
Alexandre Pires,[07696],Se Ela Me Amasse
Alexandre Pires,[50163],Se Ela Me Amasse
Alexandre Pires,[50164],Sem Teu Amor Nada E Igual
Alexandre Pires,[07697],Sem Teu Amor Nada É Igual
Alexandre Pires,[02877],Sissi
Alexandre Pires,[50165],Sissi
Alexandre Pires,[01472],Só Por Um Momento
Alexandre Pires,[50166],Só Por Um Momento
Alexandre Pires,[50167],Ta Por Fora
Alexandre Pires,[54905],Tá Por Fora
Alexandre Pires,[50168],Te Amar Sem Medo
Alexandre Pires,[06988],Tira Ela De Mim
Alexandre Pires,[50169],Tira Ela De Mim
Alexandre Pires,[54906],Usted Se Me Llevo La Vida
Alexandre Pires,[06198],Usted Se Me Llevó La Vida
Alexandre Pires,[50170],Vem Me Amar
Alexandre Pires,[06640],Vem Me Amar (Amame)
Alexandre Pires,[54908],Você Roubou A Minha Vida
Alexandre Pires,[09569],Você Vai Pirar
Alexandre Pires,[50171],Você Vai Voltar Pra Mim
Alexandre Pires,[50172],Você Virou Saudade
Alexandre Pires E Grupo Revelação,[54911],Delêrio De Amor
Alexandre Pires part. Caetano Veloso,[54910],Final Feliz
Alexandre Pires part. Daniel,[01106],Cheguei Tarde Demais
Alexandre Pires part. Fat Family,[06764],Ao Sentir O Amor
Alexandre Pires part. Gusttavo Lima,[17047],Estrela Cadente (Hunting High And Low)
Alexandre Pires part. Gusttavo Lima,[54912],Que Trem É Esse
Alexandre Pires part. Israel Novaes,[50144],Tô Comendo Agua
Alexandre Pires part. Ivete Sangalo,[54913],Estrela Cadente
Alexandre Pires part. Jorge,[17637],Pode Parar
Alexandre Pires part. Revelação,[09655],Delêrios De Amor
Alexandre Pires part. Seu Jorge,[15408],Eu Sou O Samba
Alexandre Pires part. Seu Jorge,[54914],Eu Sou O Samba
Aliados,[15446],Aguas Passadas
Aliados,[15455],Esperança
Aliados,[01153],Sorrindo
Aline Barros,[02964],Aguas Do Trono
Aline Barros,[54937],Aguas Do Trono
Aline Barros,[50183],A Mensagem Da Cruz
Aline Barros,[02948],AoÚnico
Aline Barros,[50184],AoÚnico
Aline Barros,[02967],Apaixonado
Aline Barros,[50185],Apaixonado
Aline Barros,[50186],Bebê Querido
Aline Barros,[85851],Bem Aventurado
Aline Barros,[50187],Bem Mais Que Tudo
Aline Barros,[50188],Bom É Ser Criança
Aline Barros,[50189],Caminho Da Fé
Aline Barros,[50190],Caminho De Milagres
Aline Barros,[50191],Cantarei Desse Amor
Aline Barros,[50192],Captura Me
Aline Barros,[02413],Carpinteiro
Aline Barros,[50193],Casa De Deus
Aline Barros,[50194],Casa Do Pai
Aline Barros,[50195],Cidade Santa
Aline Barros,[50196],Como Israel
Aline Barros,[50197],Conquista
Aline Barros,[05605],Consagração
Aline Barros,[50198],Consagração
Aline Barros,[50199],Contar Meus Segredos
Aline Barros,[50200],Cubra Me
Aline Barros,[02450],Dança Do Pinguim
Aline Barros,[50201],Detalhes
Aline Barros,[50202],Deus Confirmou
Aline Barros,[05606],Deus Do Impossêvel
Aline Barros,[50203],Deus Do Impossêvel
Aline Barros,[15488],Deus Extraordinário
Aline Barros,[50204],Deus Que Move Os Céus
Aline Barros,[50205],Diante Da Cruz
Aline Barros,[07771],Digno É O Senhor
Aline Barros,[50220],É Primavera
Aline Barros,[50206],Espero Em Ti
Aline Barros,[85852],Eu Li Na Bêblia
Aline Barros,[50207],Famêlia
Aline Barros,[05610],Fico Feliz
Aline Barros,[50208],Fico Feliz
Aline Barros,[50209],Guarda Tua Fé
Aline Barros,[02455],Homenzinho Torto
Aline Barros,[50210],Homenzinho Torto
Aline Barros,[54922],Inesquecêveis Gestos
Aline Barros,[05615],Jesus Cristo Mudou Meu Viver
Aline Barros,[05616],Jesus Faz Parte
Aline Barros,[50211],Jesus Faz Parte
Aline Barros,[50212],Lugar Seguro
Aline Barros,[50213],Não Há Deus Maior
Aline Barros,[54925],O Poder Do Teu Amor
Aline Barros,[54926],Para Sempre Te Adorarei
Aline Barros,[02429],Poder Pra Salvar
Aline Barros,[50214],Primeira Essência
Aline Barros,[02465],Pula-Pula
Aline Barros,[09527],Recomeçar
Aline Barros,[50215],Recomeçar
Aline Barros,[02468],Rei Meu
Aline Barros,[02469],Rendido Estou
Aline Barros,[50216],Rendido Estou
Aline Barros,[07866],Renova-Me Senhor
Aline Barros,[54929],Renova-Me Senhor
Aline Barros,[54930],Ressucita-Me
Aline Barros,[50217],Ressuscita Me
Aline Barros,[01809],Ressuscita-Me
Aline Barros,[02499],Santidade
Aline Barros,[54931],Se Clamares
Aline Barros,[54932],Seremos Sempre Um
Aline Barros,[50218],"Sonda Me, Usa Me"
Aline Barros,[01878],"Sonda-Me, Usa-Me"
Aline Barros,[54933],"Sonda-Me, Usa-Me"
Aline Barros,[54934],Tua Palavra
Aline Barros,[02438],Vento Do Espêrito
Aline Barros,[54935],Vento Do Espirito
Aline Barros,[50219],Vitória No Deserto
Aline Calixto,[02867],Flor Morena
Aline Calixto,[50221],Flor Morena
Alinne Rosa,[15650],Complicamos Demais
Alinne Rosa,[54940],Lágrima Das Inimigas
Alisson E Ryan,[01388],Não Sou Seu Brinquedo
Alkmia,[85641],Decodificação Da Minha História
Alkmia,[85700],Decodificação Da Minha História
Allan Rezende,[85019],Durex
Alma Serrana,[54941],Pra Dançar Vaneira
Almir Guineto,[17474],Caxambu
Almir Guineto,[50222],Conselho
Almir Guineto,[16189],Mel Na Boca
Almir Guineto part. Zeca Pagodinho,[54942],Insensato Destino
Almir Rogerio,[50223],Fuscão Preto
Almir Rogerio,[03877],Fuscão Preto
Almir Rogerio,[54944],Fuscão Preto
Almir Rogerio,[01508],Motoqueiro
Almir Sater,[54945],Beijinho Doce
Almir Sater,[17462],Boiada
Almir Sater,[50224],Chalana
Almir Sater,[01425],Hora Do Clarão
Almir Sater,[09509],Peão
Almir Sater,[54947],Rei Do Gado
Almir Sater,[50225],Tocando Em Frente
Almir Sater,[02939],Travessia Do Araguaia
Almir Sater,[54949],Trem Do Pantanal
Almir Sater,[04379],Um Violeiro Toca
Almir Sater,[50226],Um Violeiro Toca
Almir Sater,[09559],Varandas
Almir Sater part. Paula Fernandes,[54951],Jeito De Mato
Alok part. Matheus E Kauan,[50228],Suave
Alok part. Mc Don Juan part. Dj. Gbr,[17306],Liberdade (Quando O Grave Bate
"Alok part. Mc Hariel, Mc Davi, Mc Ryan Sp E Salvador",[85763],Ilusão Cracol‚ndia
Altay Veloso,[17055],Entra E Sai De Amor
Altay Veloso,[50229],Entra E Sai De Amor
Altemar Dutra,[07045],A Pretendida
Altemar Dutra,[50230],A Pretendida
Altemar Dutra,[50231],Alguém Me Disse
Altemar Dutra,[04465],Balada Triste
Altemar Dutra,[07072],Bloco Da Solidão
Altemar Dutra,[04067],Brigas
Altemar Dutra,[50232],Brigas
Altemar Dutra,[50233],Castigo
Altemar Dutra,[16090],Como Desejo Teu Amor
Altemar Dutra,[06608],Contigo Aprendi
Altemar Dutra,[03872],Estão Voltando As Flores
Altemar Dutra,[07128],Eu Sonhei Que Tu Estavas Tão Linda
Altemar Dutra,[06496],Maria Helena
Altemar Dutra,[06422],Meu Velho (Mi Viejo)
Altemar Dutra,[07181],Modinha
Altemar Dutra,[01610],Murmura Ao Mar
Altemar Dutra,[17588],O Fim (The End)
Altemar Dutra,[03926],O Trovador
Altemar Dutra,[04130],Que Queres Tu De Mim
Altemar Dutra,[50234],Que Queres Tu De Mim
Altemar Dutra,[54958],Risque
Altemar Dutra,[54959],Rosário De Esperança
Altemar Dutra,[03540],Sentimental Demais
Altemar Dutra,[54960],Sentimental Demais
Altemar Dutra,[06277],Somos Iguais
Altemar Dutra,[09349],Tudo De Mim
Altemar Dutra,[07268],Vai Andorinha
Altemar Dutra part. Martha Mendonça,[01800],Velha Companheira
Alugiana,[85853],A Gloria
Alugiana,[85854],Santifica
Alvaro E Daniel,[01505],Aqui É O Seu Lugar
Alvaro Tito,[05557],Não Chore
Alvaro Tito,[54961],Não Há Barreiras
Amado Batista,[04060],24 Horas No Ar
Amado Batista,[54962],24 Horas No Ar
Amado Batista,[54963],Aeromoça
Amado Batista,[15562],Agora Ou Nunca Mais
Amado Batista,[54964],Ah Se Eu Pudesse
Amado Batista,[54965],Alucinação
Amado Batista,[50235],Alucinação 1
Amado Batista,[50236],Alucinação 2
Amado Batista,[07496],Amantes
Amado Batista,[54966],Amar Amar
Amado Batista,[50237],Amigo
Amado Batista,[09604],Amigo Forte
Amado Batista,[01683],Amor Meu Louco Amor
Amado Batista,[50238],Amor Perfeito
Amado Batista,[09632],Carta Sobre A Mesa
Amado Batista,[50239],Carta Sobre A Mesa 2
Amado Batista,[54968],Casamento Forçado
Amado Batista,[50240],Chance
Amado Batista,[16347],Chance
Amado Batista,[09417],Chuva De Vento
Amado Batista,[04230],Como Na Primeira Vez
Amado Batista,[54970],Cuida De Mim
Amado Batista,[07583],Desisto
Amado Batista,[54971],Desisto
Amado Batista,[16784],Desliga A Luz E O Telefone
Amado Batista,[54972],Desligue A Luz E O Telefone Amor
Amado Batista,[50241],Estrada Velha
Amado Batista,[09677],Eu Quero É Namorar
Amado Batista,[50242],Eu Quero É Namorar
Amado Batista,[07129],Eu Sou Seu Fã
Amado Batista,[50243],Eu Sou Seu Fã
Amado Batista,[16515],Folha Seca
Amado Batista,[54976],Folha Seca
Amado Batista,[86316],Folha Seca 
Amado Batista,[15412],Império Dos Sentidos
Amado Batista,[50244],Lista De Compras
