author,code,name
Baby Consuelo,[02886],Emilia (A Boneca Gente)
Baby Consuelo,[50517],Menino Do Rio
Baby Consuelo,[04004],Menino Do Rio
Baby Consuelo,[55216],Sem Pecado E Sem Juêzo
Baby Consuelo,[04372],Sem Pecado E Sem Juêzo
Baby Consuelo,[50518],Sem Pecado E Sem Juizo
Baby Consuelo,[09554],Um Auê Com Você
Baco Exu do Blues,[90052],20 Ligaçoes
Baco Exu do Blues,[90054],Flamingos
Baco Exu do Blues,[90055],Melhor So
Baco Exu do Blues,[90053],Te amo disgraça
Baco Exu Do Blues part. Luisa Sonza,[86213],Hotel Caro
Baiano E Os Novos Caetanos,[07613],Folia De Reis
"Bala, Bombom E Chocolate",[50533],Caixa Postal
"Bala, Bombom E Chocolate",[06050],Caixa Postal
"Bala, Bombom E Chocolate",[50534],Fissura De Um Casal
"Bala, Bombom E Chocolate",[04351],Fissuras De Um Casal
Balthazar,[50535],Se Ainda Existe Amor
Baltimora,[09235],Tarzan Boy
Banda Amores,[55217],Como Faz Com Ela
Banda Anos 60,[50538],Biquini De Bolinha Amarelinha
Banda Bach,[03354],Até De Manhã
Banda Beijo,[03983],A Vida É Festa
Banda Beijo,[50539],Aconteceu
Banda Beijo,[06087],Bate Lata
Banda Beijo,[50540],Estrela Primeira
Banda Beijo,[04127],Peraê
Banda Beijo,[50541],Peraê
Banda Betel,[05603],Bençãos No Louvor
Banda Betel,[05623],Não Serei Mais Um Homem Só
Banda Betel,[05638],Valeu Meu Deus
Banda Black Rio,[15810],Carrossel
Banda Brasil,[03412],Como Dói
Banda Brasil,[03093],"Eu Te Amo, Te Amo, Te Amo"
Banda Brasil,[03220],Poderosa
Banda Brylho,[55218],Noite Do Prazer
Banda Calypso,[15642],A Festa Começou
Banda Calypso,[06843],A Lua Me Traiu
Banda Calypso,[50542],A Lua Me Traiu
Banda Calypso,[07897],Acelerou
Banda Calypso,[50543],Acelerou
Banda Calypso,[50544],Ainda Te Amo
Banda Calypso,[07057],Anjo Bandido
Banda Calypso,[09617],Arrepiou
Banda Calypso,[50545],Brincou Comigo
Banda Calypso,[01207],Chá De Maracujá
Banda Calypso,[06897],Chamo Por Você
Banda Calypso,[55222],Chamo Por Você
Banda Calypso,[06531],Cumbia Do Amor
Banda Calypso,[06490],Dançando Calypso
Banda Calypso,[50546],Dançando Calypso
Banda Calypso,[50547],Desfaz As Malas
Banda Calypso,[50548],Disco Voador
Banda Calypso,[17192],Doce Mel
Banda Calypso,[50549],Doce Mel
Banda Calypso,[50550],Entre Tapas E Beijos
Banda Calypso,[07122],Esqueça Meu Coração
Banda Calypso,[07359],Faço Tudo Por Você
Banda Calypso,[06734],Imagino
Banda Calypso,[07158],Isso É Calypso
Banda Calypso,[01012],Máquina Do Tempo
Banda Calypso,[17448],Maridos E Esposas
Banda Calypso,[15340],Me Beija Agora
Banda Calypso,[55226],Meu Encanto
Banda Calypso,[09485],Muito Além Do Prazer
Banda Calypso,[09309],Objeto De Desejo
Banda Calypso,[07673],Perdeu O Trono
Banda Calypso,[01702],Perdoa
Banda Calypso,[55227],Perdoa
Banda Calypso,[50551],Pra Me Conquistar
Banda Calypso,[07223],Pra Te Esquecer
Banda Calypso,[50552],Pra Te Esquecer
Banda Calypso,[07241],Se Quebrou
Banda Calypso,[01274],Sem Direção
Banda Calypso,[07257],Tic Tac
Banda Calypso,[50553],Tic Tac
Banda Calypso,[07265],Tudo De Novo
Banda Calypso,[01030],Viagem Louca
Banda Calypso,[15360],Xonou Xonou
Banda Calypso,[50554],Xonou Xonou
Banda Calypso part. Bruno part. Marrone,[55229],Porque Choras
Banda Calypso part. Daniel,[55230],Minha Vida Nao É Vida Sem Você
Banda Calypso part. Leonardo,[55231],Mais Uma Chance
Banda Calypso part. Leonardo,[07995],Mais Uma Chance
Banda Cheiro De Amor,[03942],A Dança Da Sensual
Banda Cheiro De Amor,[50555],A Dança Da Sensual
Banda Cheiro De Amor,[03944],Abre Coração
Banda Cheiro De Amor,[02663],Amassadinho
Banda Cheiro De Amor,[04066],Aviãozinho
Banda Cheiro De Amor,[50556],Aviãozinho
Banda Cheiro De Amor,[01074],Dias De Sol
Banda Cheiro De Amor,[03657],É Demais Meu Rei
Banda Cheiro De Amor,[03084],Estrela Primeira
Banda Cheiro De Amor,[15662],Jasmim
Banda Cheiro De Amor,[15491],Lero Lero
Banda Cheiro De Amor,[03176],Nossa Gente (Avisa Lá)
Banda Cheiro De Amor,[02718],O Seu Adeus
Banda Cheiro De Amor,[03927],Olha Eu Aê
Banda Cheiro De Amor,[03891],Pega No Balanço
Banda Cheiro De Amor,[50557],Pensa Em Mim
Banda Cheiro De Amor,[01328],Pense Em Mim
Banda Cheiro De Amor,[55235],Proposta Indecente
Banda Cheiro De Amor,[07427],Quixabeira
Banda Cheiro De Amor,[03732],Todo Mundo Dança
Banda Cheiro De Amor,[50558],Vai Sacudir Vai Abalar
Banda Cheiro De Amor,[03599],"Vai Sacudir, Vai Abalar"
Banda Cheiro De Amor,[55236],"Vai Sacudir, Vai Abalar"
Banda Cheiro De Amor,[01720],Xequerê
Banda Cheiro De Amor part. Lucas Lucco,[16148],Proposta Indecente
Banda Colorado,[07604],Explode Coração
Banda Djavu,[50559],Apaixonada
Banda Djavu,[50560],Gatinho Bonitinho
Banda Djavu,[01259],Me Libera
Banda Djavu,[55238],Me Libera
Banda Djavu,[50561],Me Libera
Banda Djavu,[01300],Não Desliga O Telefone
Banda Djavu,[50562],Não Desligue O Telefone
Banda Djavu,[01517],Nave Do Amor
Banda Djavu,[55239],Rubi
Banda Djavu,[02757],Se Não Valorizar (Umbrella)
Banda Djavu,[55237],Telefone
Banda Do Mar,[16416],Dia Clarear
Banda Do Mar,[15972],Mais Ninguém
Banda Eva,[50563],Alo Paixão
Banda Eva,[03823],Alô Paixão
Banda Eva,[09391],Anjo
Banda Eva,[50564],Anjo
Banda Eva,[03948],Arerê
Banda Eva,[50565],Arerê
Banda Eva,[03607],Beleza Rara
Banda Eva,[50566],Beleza Rara
Banda Eva,[07559],Belo Dia
Banda Eva,[04068],Carro Velho
Banda Eva,[50567],Carro Velho
Banda Eva,[03465],Coleção
Banda Eva,[04106],De Ladinho
Banda Eva,[50568],De Ladinho
Banda Eva,[55242],Eva
Banda Eva,[07363],Flores
Banda Eva,[03920],Leva Eu
Banda Eva,[50569],Leva Eu
Banda Eva,[04002],Levada Louca
Banda Eva,[01337],Lugar Da Alegria
Banda Eva,[07170],Mais Do Que Preciso
Banda Eva,[07378],Manda Ver
Banda Eva,[07635],Marley
Banda Eva,[03371],Me Abraça
Banda Eva,[50570],Me Abraça
Banda Eva,[55244],Me Abraça E Me Beija
Banda Eva,[09298],Nosso Amor É Lindo
Banda Eva,[01270],Reggae Do Porto
Banda Eva,[09870],Rua 15
Banda Eva,[15432],Simplesmente
Banda Eva,[01028],Toda Linda
Banda Eva,[03900],Vem Meu Amor
Banda Eva part. Ivete Sangalo,[06946],Não Me Conte Seus Problemas
Banda Eva part. Netinho,[01231],Quêmica Perfeita
Banda Eva part. Timbalada,[15236],Naná Naná
Banda G10,[50571],365 Dias
Banda G10,[50572],Acelerei
Banda Kaçamba,[15503],Saia E Bicicletinha
Banda Magnificos,[50573],A Preferida Do Brasil
Banda Magnificos,[09582],A Preferida Do Brasil
Banda Magnificos,[03987],Adoro
Banda Magnificos,[04303],Amor Escondido
Banda Magnificos,[50574],Apaixonada
Banda Magnificos,[55246],Apaixonada
Banda Magnificos,[04025],Apaixonado
Banda Magnificos,[50575],Cristal Quebrado
Banda Magnificos,[06692],É Chamego Ou Xaveco
Banda Magnificos,[03955],Fora De Mim
Banda Magnificos,[06019],Me Faz Um Dengo
Banda Magnificos,[50576],Me Usa
Banda Magnificos,[03712],Me Usa
Banda Magnificos,[55247],Me Usa
Banda Magnificos,[50577],Meu Tesão É Você
Banda Magnificos,[03959],Meu Tesão É Você
Banda Magnificos,[55248],Meu Tesão É Você
Banda Magnificos,[03965],O Homem Ideal
Banda Magnificos,[07230],Quero Ter Você Pra Mim
Banda Magnificos,[06030],Só Depende De Nós
Banda Magnificos,[07250],Sonhar
Banda Magnificos,[50578],Telefone Fora De Area
Banda Magnificos,[50579],Tentando Me Evitar E Me Usa
Banda Magnificos,[50580],Verdadeiro Amor
Banda Magnificos,[06999],Verdadeiro Amor
Banda Magnificos,[04260],Volte Pra Mim
Banda Malta,[50581],Diz Pra Mim
Banda Maskavo,[55249],Um Anjo Do Céu
Banda Mel,[03023],Baianidade Nagô
Banda Mel,[03028],Bateu Saudade
Banda Mel,[03359],Crença E Fé
Banda Mel,[07139],Festa Na Bahia
Banda Mel,[55250],Menina Da Ladeira
Banda Mel,[03383],Prefixo De Verão
Banda Passarela,[50582],A Ti Papai
Banda Passarela,[50583],Agora Sou Mais Eu
Banda Passarela,[50584],Alto Falante Vai Tremer
Banda Passarela,[50585],Doido Maluco
Banda Passarela,[50586],Faz De Conta
Banda Passarela,[50587],Fique
Banda Passarela,[50588],Marcas
Banda Passarela,[50590],Não Casa Com Ele
Banda Passarela,[50589],No Bar Da Esquina
Banda Passarela,[50591],Por Causa Dela
Banda Passarela,[50592],Quarto 12
Banda Passarela,[50593],Se Toca
Banda Rara,[05520],Deixa Tudo
Banda Rara,[05529],Estrela Da Manhã
Banda Rara,[05539],Hip Hop
Banda Rara,[05540],Humanidade
Banda Rara,[05543],Jesus É O Amor
Banda Rara,[05550],Maranata
Banda Rara,[05553],Metrópole
Banda Rara,[05562],Pastor
Banda Rara,[05564],Presença
Banda Rara,[05566],Pura Harmonia
Banda Rara,[05572],Quero Lembrar
Banda Rara,[05578],Rei Dos Reis
Banda Rara,[05590],Tudo Que Eu Quis
Banda Rara,[05595],Vêcios
Banda Rara,[05593],Vem De Fora
Banda Rara,[05597],Vida
Banda Real Do Parana,[50594],Vou Apelar
Banda Reflexus,[16444],Madagascar Olodum
Banda San Marino,[50595],A Outra Misturinha
Banda San Marino,[50596],Caixa Postal
Banda San Marino,[50597],Caso Novo
Banda San Marino,[50598],Coração De Pedra
Banda San Marino,[50599],Dai Qui Miorô
Banda San Marino,[50600],Ele Te Trai
Banda San Marino,[50601],Enfermeira
Banda San Marino,[50602],Essa Cama Eu Não Vendo
Banda San Marino,[50603],Foto 3X4
Banda San Marino,[50604],Mulher Transgênica
Banda San Marino,[50605],Página Virada
Banda San Marino,[50606],Ta Com Dor De Cotovelo
Banda San Marino,[50607],Vaza
Banda San Marino,[50608],Vida De Solteiro
Banda Sedutora,[50609],Nocaute
Banda Shalom,[85870],O Jordão Não Passarei Só
Banda Sinfonica De São Paulo,[50610],Hino Nacional Brasileiro
Banda Tarraxinha,[85037],Farra Da Ana
Banda Uó,[15765],Chorei
Banda Uó,[15535],Faz Uó
Banda Uó part. Karol Conka,[16312],Da1Like
Banda Uó part. Mr. Catra,[15647],Catraca
Banda Vingadora,[50611],Calcanhar De Prego
Banda Vingadora,[15887],Metralhadora
Banda Vingadora,[55252],Metralhadora
Banda Voa Dois,[09388],Amor Pirei
Barão Vermelho,[06841],A Chave Da Porta Da Frente
Barão Vermelho,[50615],A Chave Da Porta Da Frente
Barão Vermelho,[55255],"Amor, Meu Grande Amor"
Barão Vermelho,[17281],Baby Suporte
Barão Vermelho,[03511],Bete Balanço
Barão Vermelho,[50616],Bete Balanço
Barão Vermelho,[06724],Bilhetinho Azul
Barão Vermelho,[06817],Cuidado
Barão Vermelho,[55257],Declare Guerra
Barão Vermelho,[55258],Eclipse Oculto
Barão Vermelho,[17063],Enquanto Ela Nao Chegar
Barão Vermelho,[55259],Eu Queria Ter Uma Bomba
Barão Vermelho,[07614],Furia E Folia
Barão Vermelho,[16327],Flores Do Mal
Barão Vermelho,[50617],Maior Abandonado
Barão Vermelho,[55260],Malandragem Dá Um Tempo
Barão Vermelho,[02809],Meus Bons Amigos
Barão Vermelho,[55261],Meus Bons Amigos
Barão Vermelho,[03890],O Poeta Está Vivo
Barão Vermelho,[55262],O Poeta Está Vivo
Barão Vermelho,[16193],"Pedra, Flor E Espinho"
Barão Vermelho,[55263],"Pedra, Flor E Espinho"
Barão Vermelho,[07211],Pense E Dance
Barão Vermelho,[55264],Pense E Dance
Barão Vermelho,[17196],Polêtica Voz
Barão Vermelho,[16798],Por Que A Gente E Assim
Barão Vermelho,[04369],Por Você
Barão Vermelho,[50618],Por Você
Barão Vermelho,[17238],Pra Toda A Vida
Barão Vermelho,[03223],Pro Dia Nascer Feliz
Barão Vermelho,[50619],Pro Dia Nascer Feliz
Barão Vermelho,[04010],Puro Extase
Barão Vermelho,[55267],Puro Extase
Barão Vermelho,[50620],Puro Extase
Barão Vermelho,[15093],Sorte E Azar
Barão Vermelho,[17168],Tão Longe De Tudo
Barão Vermelho,[55268],Torre De Babel
Barbara Dias,[17151],9 Meses (Oração Do Bebê)
Baroes da Pisadinha,[85822],Amor De Rapariga
Baroes da Pisadinha,[85721],Baby Volta Pro Seu Nego
Baroes da Pisadinha,[85722],Bumbum No Paredão
Baroes da Pisadinha,[85823],Casa De Praia
Baroes da Pisadinha,[85723],Cem Mil
Baroes da Pisadinha,[17262],Chupadinha
Baroes da Pisadinha,[17633],Coracao Vagabundo
Baroes da Pisadinha,[17114],Esquema Preferido
Baroes da Pisadinha,[85747],Galanteador
Baroes da Pisadinha,[85724],Galera Do Interior
Baroes da Pisadinha,[17305],Galera Do Interior
Baroes da Pisadinha,[16945],Ja Que Me Ensinou A Beber
Baroes da Pisadinha,[85725],Já Que Me Ensinou A Beber
Baroes da Pisadinha,[85733],Liga Pro 190
Baroes da Pisadinha,[85726],Mamãe Que É Mamãe
Baroes da Pisadinha,[85727],Meu Forró
Baroes da Pisadinha,[85728],Monta Logo Vai
Baroes da Pisadinha,[17176],Mordidinha
Baroes da Pisadinha,[17596],Nunca Vai Ser Eu
Baroes da Pisadinha,[85729],O Bebê
Baroes da Pisadinha,[85730],Que Mulher Maravilhosa
Baroes da Pisadinha,[17126],Quem Me Colocou Pra Beber
Baroes da Pisadinha,[85825],Quero Ver É Me Esquecer
Baroes da Pisadinha,[17010],Recairei
Baroes da Pisadinha,[85826],Renatinha
Baroes da Pisadinha,[17328],Resquêcios De Mim
Baroes da Pisadinha,[85731],Ta Rocheda
Baroes da Pisadinha,[16977],Tá Rocheda
Baroes da Pisadinha,[85732],Vou Virar Fazendeiro
Baroes Da Pisadinha  part. Xand Avião,[85764],Renatinha
Baroes da Pisadinha part. Fernando e Sorocaba,[17083],Amor Da Despedida
Baroes da Pisadinha part. Fernando e Sorocaba,[85790],Amor Da Despedida
Baroes da Pisadinha part. Jorge,[17198],Quero Ver É Me Esquecer
Baroes da Pisadinha part. Maiara e Maraisa,[17220],Zero Saudade
Baroes da Pisadinha part. Maiara e Maraisa,[85847],Zero Saudade
Baroes da Pisadinha part. Mc Danny,[86189],Romantizou
Baroes Da Pisadinha part. Parangole,[17376],Não Que Eu Va
Baroes Da Pisadinha part. Wesley Safadão,[17292],Beijo Do Vampiro
Baroes Da Pisadinha part. Xand Avião,[17043],Basta Voce Me Ligar
Barros De Alencar,[55253],Emanuela
Barto Galeno,[55254],No Toca Fitas Do Meu Carro
Barto Galeno,[01775],No Toca-Fita Do Meu Carro
Barto Galeno,[15421],O Grande Amor Da Minha Vida
Barto Galeno,[01797],Se Eu For Embora É Pro Nosso Bem
Barto Galeno,[15508],Só Lembranças
Batifun,[15481],Abana
Beatriz De Andrade,[85872],Acã
Beatriz De Andrade,[85873],Degrau Da Exaltação
Beatriz De Andrade,[85874],Deus De Vitoria
Beatriz De Andrade,[85875],Olha Eu Aqui
Beatriz De Andrade,[85871],Você É Uma Benção
Bebel Gilberto,[06954],O Caminho
Bebel Gilberto,[60188],So Nice
Bebeto,[07041],A Beleza É Você Menina
Bebeto,[55269],A Beleza É Você Menina
Bebeto,[07954],Essa Menina
Bebeto,[55270],Menina Carolina
Bebeto,[50621],Que Pena
Bebeto,[09338],Segura A Nega
Belchior,[07044],A Palo Seco
Belchior,[55272],A Palo Seco
Belchior,[07052],Alucinação
Belchior,[03015],Apenas Um Rapaz Latino Americano
Belchior,[50629],Apenas Um Rapaz Latino Americano
Belchior,[50630],Comentario A Respeito De John
Belchior,[01323],Comentários A Respeito De John
Belchior,[15767],Coração Selvagem
Belchior,[50631],Coração Selvagem
Belchior,[01653],Divina Comédia Humana
Belchior,[50632],Divina Comédia Humana
Belchior,[03921],Medo De Avião
Belchior,[50633],Medo De Avião
Belchior,[01387],Na Hora Do Almoço
Belchior,[03854],Paralelas
Belchior,[50634],Paralelas
Belchior,[16820],Sujeito De Sorte
Belchior,[06556],Todo Sujo De Batom
Belchior,[07267],Tudo Outra Vez
Belchior,[55277],Tudo Outra Vez
Bell Marques,[55278],Amor Bacana
Bell Marques,[15576],Lindo É Viver
Bell Marques,[15581],Nicolau
Bell Marques,[55279],Voltei
Belmonte E Amarai,[55280],Faz Um Ano
Belmonte E Amarai,[55281],Mercedita
Belo,[50635],Agenda
Belo,[16664],Contramao
Belo,[06012],Desafio
Belo,[50636],Desafio
Belo,[09659],Desse Jeito É Ruim Pra Mim
Belo,[50637],Desse Jeito É Ruim Pra Mim
Belo,[01685],Direito De Te Amar
Belo,[16994],É O Que Eu Mereço
Belo,[06057],Eternamente
Belo,[50638],Eternamente
Belo,[55285],Farol Das Estrelas
Belo,[07141],Fim Da Tristeza
Belo,[01256],Incondicionalmente
Belo,[07981],Intriga Da Oposição
Belo,[50639],Intriga Da Oposição
Belo,[01428],Invencêvel
Belo,[06261],Lambada De Serpente
Belo,[55287],Lambada De Serpente
Belo,[07644],Nada Vai Separar
Belo,[50640],Negra Angela
Belo,[15740],Nos Desejos De Uma Paixão
Belo,[01023],Perfume
Belo,[50641],Perfume
Belo,[06192],Procura-Se Um Amor
Belo,[06111],Quem Será
Belo,[50642],Quem Será
Belo,[09525],Razão Da Minha Vida
Belo,[01399],Reinventar
Belo,[50643],Reiventar
Belo,[06384],Resumo Da Felicidade
Belo,[04499],Tua Boca
Belo,[50644],Tua Boca
Belo,[02775],Tudo Mudou
Belo,[09560],Vem
Belo,[15518],Vi Amor No Seu Olhar
Belo,[06320],Viver Por Ela
Belo,[17728],Voce E Eu
Belo,[09568],Você Sabe
Belo part. Flavia Santana,[09523],Quero Te Amar
Belo part. Ivete Sangalo,[16226],Linda Rosa
Belo part. Ornella Di Santis,[55292],Agenda
Belo Velloso,[07631],Mamãe Coragem
Benito Di Paula,[50646],Ah Como Eu Amei
Benito Di Paula,[01491],"Ah, Como Eu Amei"
Benito Di Paula,[15024],Além De Tudo
Benito Di Paula,[09385],Amigo Do Sol Amigo Da Lua
Benito Di Paula,[55293],Amigo Do Sol Amigo Da Lua
Benito Di Paula,[50647],Amigo Sol Amigo Lua
Benito Di Paula,[15006],Assobiar Ou Chupar Cana
Benito Di Paula,[55294],Beleza Que É Você Mulher
Benito Di Paula,[09629],Canção De Viver Com Você
Benito Di Paula,[03698],Charlie Brown
Benito Di Paula,[50648],Charlie Brown
Benito Di Paula,[15844],Como Dizia O Mestre
Benito Di Paula,[55296],Como Eu Amei
Benito Di Paula,[06651],Do Jeito Que A Vida Quer
Benito Di Paula,[55297],Meto O Pé Na Porta
Benito Di Paula,[07641],Modificação
Benito Di Paula,[55298],Modificação
Benito Di Paula,[04124],Mulher Brasileira
Benito Di Paula,[50649],Mulher Brasileira
Benito Di Paula,[07188],Não Precisa Me Perdoar
Benito Di Paula,[55300],Não Precisa Me Perdoar
Benito Di Paula,[55301],Poxa
Benito Di Paula,[09864],Proteção As Borboletas
Benito Di Paula,[55302],Protecão As Borboletas
Benito Di Paula,[07228],Que Beleza
Benito Di Paula,[06310],Retalhos De Cetim
Benito Di Paula,[55303],Retalhos De Cetim
Benito Di Paula,[50650],Retalhos De Cetim 1
Benito Di Paula,[50651],Retalhos De Cetim 2
Benito Di Paula,[09872],Sanfona Branca
Benito Di Paula,[04097],Se Não For Amor
Benito Di Paula,[55304],Se Não For Por Amor
Benito Di Paula,[06477],Tudo Está No Seu Lugar
Benito Di Paula,[55305],Tudo Está No Seu Lugar
Benito Di Paula,[03777],Vai Ficar Na Saudade
Benito Di Paula,[50652],Vai Ficar Na Saudade
Benito Di Paula,[07274],Violão Não Se Empresta A Ninguém
Benito Di Paula,[55306],Você Vai Ficar Na Saudade
Benito Di Paula part. Demonios Da Garoa,[01641],A Vida É Dura
Beth Carvalho,[15401],Agua De Chuva No Mar
Beth Carvalho,[06441],1800 Colinas
Beth Carvalho,[06801],A Chuva Cai
Beth Carvalho,[17081],Acreditar
Beth Carvalho,[01162],Amor De Verdade
Beth Carvalho,[03302],Andança
Beth Carvalho,[50653],Andança
Beth Carvalho,[55307],Andanças
Beth Carvalho,[07058],Antes Ele Do Que Eu
Beth Carvalho,[01375],Cabô Meu Pai
Beth Carvalho,[06055],Coisinha Do Pai
Beth Carvalho,[55308],Coisinha Do Pai
Beth Carvalho,[07098],Corda No Pescoço
Beth Carvalho,[16096],Firme E Forte
Beth Carvalho,[06778],Folhas Secas
Beth Carvalho,[16516],Malandro Sou Eu
Beth Carvalho,[07234],Saco De Feijão
Beth Carvalho,[16868],Samba De Arere
Beth Carvalho,[03296],Vou Festejar
Beth Carvalho,[50654],Vou Festejar
Beth Carvalho part. Mercedes Sosa,[15534],Eu Só Peço A Deus
Beth Carvalho part. Zeca Pagodinho,[50655],Ainda É Tempo De Ser Feliz
Beth Carvalho part. Zeca Pagodinho,[17053],Camarao Que Dorme A Onda Leva
Beth Carvalho part. Zeca Pagodinho,[50656],Dor De Amor
Beth Lamas,[06696],Fama
Betinho,[07167],Lucia Esparadrapo
Beto Barbosa,[07047],Adocica
Beto Barbosa,[55310],Adocica
Beto Barbosa,[03650],Balança O Bumbum Muchacha
Beto Barbosa,[03457],Beijinho Na Boca
Beto Barbosa,[03419],Dona
Beto Barbosa,[03407],Embalo Trilegal
Beto Barbosa,[03153],Meu Amor Não Vá Embora
Beto Barbosa,[07182],Morená Morenou
Beto Barbosa,[03485],Preta
Beto Barbosa,[50657],Preta
Beto Barbosa,[50658],Você Errou Mais Do Que Eu
Beto Guedes,[06646],Amor De Õndio
Beto Guedes,[06420],Maria Solidária
Beto Guedes,[50659],O Sal Da Terra
Beto Guedes,[06544],Paisagem Da Janela
Beto Guedes,[55313],Quando Te Vi
Beto Guedes,[03493],Sol De Primavera
Beto Guedes,[50660],Sol De Primavera
Beto Guilherme,[50661],Agenda
Bezerra Da Silva,[50670],A Necessidade
Bezerra Da Silva,[55315],Catatau Nervoso
Bezerra Da Silva,[50671],Dedo Duro
Bezerra Da Silva,[09435],Defunto Caguete
Bezerra Da Silva,[15619],Pagode Na Casa Do Gago
Bezerra Da Silva,[50672],Pega Eu
Bezerra Da Silva,[16899],Sequestraram Minha Sogra
Bezerra Da Silva,[50673],Todo Enrolado
Bianca,[50678],Vou Pra Casa Rever Os Meus Pais
Bicho De Pe,[06226],Nosso Xote
Bicho De Pe,[50679],Nosso Xote
Biel,[53166],Demorô
Biel,[53167],Pimenta
Biel part. Ludmilla,[55323],Melhor Assim
Biel part. Ludmilla,[53168],Melhor Assim
Biel part. Tays Reis,[85765],Artigo 157
Bin,[86102],Saturno
Biquini Cavadão,[01644],Agora É Moda
Biquini Cavadão,[02829],Dani
Biquini Cavadão,[55324],Dani
Biquini Cavadão,[09667],Em Algum Lugar Do Tempo
Biquini Cavadão,[15011],Escuta Aqui
Biquini Cavadão,[15071],Impossêvel
Biquini Cavadão,[03957],Janaêna
Biquini Cavadão,[50683],Janaina
Biquini Cavadão,[17245],No Mundo Da Lua
Biquini Cavadão,[02873],Quando Eu Te Encontrar
Biquini Cavadão,[55326],Quando Eu Te Encontrar
Biquini Cavadão,[02874],Quanto Tempo Demora Um Mês
Biquini Cavadão,[15428],Roda Gigante
Biquini Cavadão,[06475],Tédio
Biquini Cavadão,[55328],Tédio
Biquini Cavadão,[03268],Timidez
Biquini Cavadão,[55327],Timidez
Biquini Cavadão,[03287],Vento E Ventania
Biquini Cavadão,[55329],Vento Ventania
Biquini Cavadão,[02880],"Você Existe, Eu Sei"
Biquini Cavadão,[15120],Vou Te Levar Comigo
Biquini Cavadão,[15080],Zé Ninguém
Biquini Cavadão,[55330],Zé Ninguém
Biquini Cavadão-Renato Russo,[01096],Mumias
Biro Do Cavaco,[03570],Jéssica
Bispo Marcelo Crivella,[05627],O Amor Maior
Bispo Marcelo Crivella,[05631],Perfume Universal
Biu Do Piseiro,[86231],Bora Bill
Bj Thomas,[60358],"Hey, Won'T You Play"
Bj Thomas,[60359],I'M So Lonesome I Could Cry
Bj Thomas,[50684],Rock And Roll Lullaby
Bj Thomas,[80016],Rock And Roll Lullaby
Blitz,[06041],A Dois Passos Do Paraêso
Blitz,[50689],A Dois Passos Do Paraêso
Blitz,[16852],Betty Frigida
Blitz,[50690],Biquini De Bolinha Amarelinha
Blitz,[09446],Egotrip
Blitz,[03132],Mais Uma De Amor
Blitz,[50691],Mais Uma De Amor
Blitz,[03444],Quem Tem Poe
Blitz,[03293],Você Não Soube Me Amar
Blitz,[50692],Você Não Soube Me Amar
Blitz,[55333],Você Não Soube Me Amar
Blitz,[03299],Weekend
Bob Zoom,[16858],Pula Pipoquinha
Bobby Di Carlo,[07099],Cuidado Pra Não Derreter
Bobby Di Carlo,[07171],Marcianita
Bobby Di Carlo,[06119],Tijolinho
Boca Livre,[01033],A Casa
Boca Livre,[06834],Quem Tem A Viola
Boca Livre,[15137],Toada
Boca Livre,[50698],Toada
Boi Bumba Caprichoso,[06049],Brasis Amerêndios
Boi Bumba Garantido,[06058],Eterno Campeão
Boka Loka,[02908],Desengano
Boka Loka,[50699],Desengano
Boka Loka,[50700],Duas Paixoes
Boka Loka,[16722],Duas Paixoes
Boka Loka,[16826],Nao Pedi Pra Me Apaixonar
Boka Loka,[17207],Que Situação
Boka Loka,[55336],Shortinho Saint Tropez
Bom gosto,[90004],Amor
Bonde Das Maravilhas,[55337],Quadradinho De 8
Bonde Do Brasil,[55338],Alo Paixão
Bonde Do Brasil,[55339],Entao Volta
Bonde Do Brasil,[55340],Sem Você Não Sou Mais Eu
Bonde Do Brasil,[85039],To Com Moral No CÇU
Bonde Do Forró,[15722],Ai Que Perigo
Bonde Do Forró,[50712],Amigo Apaixonado
Bonde Do Forró,[50713],Cuida Do Nosso Amor
Bonde Do Forró,[01449],Depois Daquele Beijo
Bonde Do Forró,[50714],Desculpe Mais Eu Vou Chorar
Bonde Do Forró,[50715],Dois Coraçoes E Uma Historia
Bonde Do Forró,[50716],Garota De Programa
Bonde Do Forró,[55342],Mariane
Bonde Do Forró,[50717],Marianne
Bonde Do Forró,[50718],Na Hora H
Bonde Do Forró,[55343],Nos Bares Da Cidade
Bonde Do Forró,[50719],Pode Ir Embora
Bonde Do Forró,[50720],Porque Brigamos
Bonde Do Forró,[50721],Quando Um Grande Amor Se Faz
Bonde Do Forró,[50722],Que Pescar Que Nada
Bonde Do Forró,[50723],Raridade
Bonde Do Forró,[50724],Sempre Seu Homem
Bonde Do Forró,[50725],Tô Fazendo Falta
Bonde Do Forró,[85716],Vem Cuidar De Mim
Bonde Do Forró E Marcos E Belutti,[50726],Copo De Vinho
Bonde Do Maluco,[50727],Abre Abre
Bonde Do RolÍ part. Caetano Veloso,[15843],Baby Don-'T Deny It (Baby-Doll De Nylon)
Bonde Do Tigrão,[06053],Cerol Na Mão
Bonde Do Tigrão,[50728],Cerol Na Mão
Bonde Do Tigrão,[50729],Malha Funk
Bonde Do Tigrão,[06105],O Baile Todo
Bonde Do Tigrão,[50730],O Baile Todo
Bonde Do Tigrão,[50731],Um Morto Muito Louco
Bonde Dos Catchorros,[50732],Na Casa Do Seu Zé
Bonde Dos Catchorros,[50733],Perereca Suicida
